indicator_name,indicator_code,country_name,country_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,China,CHN,2.89344482,2.31214574,22.64474567,26.9875653,31.6133758,33.82985757,36.352555,35.4348164,32.6271532,24.7498594,27.1853298,26.56818828,25.492522,24.59925566,23.593747,21.44327356,19.752486,19.96295647,19.5148431
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,India,IND,12.99723631,12.55837963,14.26438392,14.94791386,17.85912496,19.6524669,21.26794142,2.79969975,24.9735726,2.451937,22.493325,24.544489,24.5344366,25.438613,22.9679631,19.81318916,19.19475337,18.7861226,19.7381867
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Indonesia,IDN,4.9773847,39.321391,32.6876289,3.47765478,32.21669462,34.6726763,31.3471631,29.43571849,29.8828417,24.15911967,24.299394,26.3273539,24.59437879,23.92357638,23.6659846,21.1617926,19.8899385,2.18855926,2.9656949
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Japan,JPN,1.6244851,1.2299915,11.182213,11.63929347,12.9723231,14.1244112,15.872923,17.49331657,17.4243772,12.5291416,15.3675698,14.92499621,14.54475256,15.91539812,17.543155,17.6197554,16.25276313,17.77422628,18.4482975
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Lao PDR,LAO,3.66236,27.87315887,28.75251466,23.543316,24.91212256,28.96373572,38.1557752,33.6143138,33.154847,3.836968,35.384264,4.3431561,37.87672835,38.173134,4.75454665,33.95225731,33.2942746,33.2942746,33.2942746
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Malaysia,MYS,119.89787,11.424914,18.35328,16.9434461,115.3733377,112.8989768,112.185488,16.1682749,99.49957724,91.41679187,86.932957,85.25544211,79.29991393,75.629413,73.79349863,69.4486894,66.77541294,7.4552188,68.75736913
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Myanmar,MMR,0.538837892,0.47599713,0.285754172,0.2756572,0.186736794,0.17845543,0.15794763,0.13818683,0.116556167,0.12712751,19.58865187,0.99464913,11.4983618,19.6359832,2.94216,2.79915998,15.147113,19.96449532,19.96449532
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Philippines,PHL,51.36929174,46.2685177,46.747363,47.157558,48.57264713,46.13698628,46.5785799,43.2679882,36.912427,32.23235315,34.832922,32.384534,3.8194723,28.1767683,28.91272491,28.39572169,28.11524,31.2329636,31.684359
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Singapore,SGP,188.35893,182.894187,184.861181,22.586264,213.9516954,225.1596677,228.376171,212.7793937,228.993779,19.844935,197.998968,23.327786,196.7196129,195.777963,191.9535358,178.384685,165.5554382,171.428585,176.37874
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,South Korea,KOR,35.887773,32.73244538,3.8268551,32.7217,38.295278,36.8966448,37.16626369,39.1846778,49.96141213,47.5497645,49.41949312,55.74747445,56.3423922,53.8757631,5.27553375,45.33668976,42.2842147,43.997586,44.11547
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Thailand,THA,64.8421237,63.2554775,6.6457526,61.52256137,65.97196169,68.4273487,68.67525211,68.87222964,71.4163964,64.43868588,66.48613625,7.85498458,69.7554628,68.1161497,69.2741688,68.72134274,68.39332721,68.17715681,66.8185672
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,United States,USA,1.69272396,9.68298331,9.13224882,9.4369872,9.641862742,1.1197377,1.6598221,11.49231417,12.4866313,1.94887766,12.315588,13.535391,13.52891897,13.54452444,13.53577393,12.44175298,11.873515,12.9483379,12.21869175
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Vietnam,VNM,53.9214971,55.6193328,54.73913369,56.67325792,59.7314141,63.69949267,67.71681433,7.5178746,7.33669194,62.688847,72.23567,79.3987299,8.286188,83.62614117,86.4475934,89.77924864,93.6239396,11.5934358,15.831851
Exports Of Goods And Services (Annual % Growth),NE.EXP.GNFS.KD.ZG,Brunei Darussalam,BRN,11.8894198,1.3336186,5.77151811,2.263688931,-0.71421623,-1.26144995,3.67856,-9.637389612,-6.2164329,-5.27172996,-7.797476451,-3.238114,1.2113194,-5.6754792,0.857118368,-1.8139373,-1.895597,-2.75136845,2.846839792
Exports Of Goods And Services (Annual % Growth),NE.EXP.GNFS.KD.ZG,Cambodia,KHM,3.29549894,16.6911329,13.365472,11.837127,28.83967,16.3952854,19.18526167,1.14672275,15.65522171,-9.865636833,2.561229,18.8844783,14.4246924,14.2213866,11.27982386,7.21259781,8.617423571,5.26168584,5.265963456
Exports Of Goods And Services (Annual % Growth),NE.EXP.GNFS.KD.ZG,China,CHN,,,,,,,,,,,,,,,,,,,
Exports Of Goods And Services (Annual % Growth),NE.EXP.GNFS.KD.ZG,India,IND,18.1535113,4.39524517,21.85281,9.58221992,27.17641182,26.857443,2.393855,5.8665395,14.77813513,-4.834225354,19.47813546,15.49298793,6.85482812,7.792389239,1.77759733,-5.64787275,5.69223396,4.69288545,12.528631
Exports Of Goods And Services (Annual % Growth),NE.EXP.GNFS.KD.ZG,Indonesia,IDN,26.48491895,0.64498257,-1.2169346,5.886379869,13.528335,16.6131419,9.45525679,8.542979715,9.533467,-9.691385,15.26632241,14.76991924,1.6874875,4.166957513,1.74639597,-2.12239724,-1.6658613,8.99399389,6.477946867
Exports Of Goods And Services (Annual % Growth),NE.EXP.GNFS.KD.ZG,Japan,JPN,12.7453278,-6.77841868,7.76473443,9.515818274,14.2739995,7.169118271,1.3143333,8.672124463,1.557939852,-23.42676947,24.9155198,-0.24643447,-0.88488698,0.76121289,9.29369415,2.941314973,1.712799165,6.798435346,3.424147454
Exports Of Goods And Services (Annual % Growth),NE.EXP.GNFS.KD.ZG,Lao PDR,LAO,,-13.739,-4.588,-8.2661,4.481,11.66,14.378,8.142,13.582,5.596,15.77,22.424,6.711,19.362,7.34,6.652,1.458,1.458,1.458
Exports Of Goods And Services (Annual % Growth),NE.EXP.GNFS.KD.ZG,Malaysia,MYS,16.6572944,-6.8316278,5.427334733,5.133872162,16.5826339,8.319673,6.682157565,4.428579622,1.57382932,-1.87841745,1.4196977,4.179392921,-1.74185634,0.259247757,5.428765,0.252664999,1.31947588,8.68336388,2.22661944
Exports Of Goods And Services (Annual % Growth),NE.EXP.GNFS.KD.ZG,Myanmar,MMR,,,,,,,,,,,,-13.7898922,6.452291979,12.91437688,18.6882783,15.6576672,-0.42936556,18.98364121,18.98364121
Exports Of Goods And Services (Annual % Growth),NE.EXP.GNFS.KD.ZG,Philippines,PHL,13.7234978,-7.659638,4.662264666,4.517565,12.75996264,4.952413513,12.59759824,6.74773638,-2.675569695,-7.8324856,2.977179,-2.535693,8.57898985,-0.97582437,12.62676378,8.479747832,11.6228417,19.65524,13.44184177
Exports Of Goods And Services (Annual % Growth),NE.EXP.GNFS.KD.ZG,Singapore,SGP,14.32829348,-3.647742,7.3874438,13.877151,19.3992887,12.77985174,1.9542611,8.53816465,5.2612343,-7.2395689,17.7876653,7.6948637,1.397154643,6.1398429,3.619961888,4.967697826,0.4869272,5.736953389,5.148566619
Exports Of Goods And Services (Annual % Growth),NE.EXP.GNFS.KD.ZG,South Korea,KOR,17.17187439,-2.28583116,13.314995,13.8922776,2.6218164,7.816231862,12.845976,12.65636989,7.496219941,-0.3254918,12.6974526,15.1342658,5.85845661,4.262843,2.2958293,-0.13591922,2.56995319,1.93351813,4.1957223
Exports Of Goods And Services (Annual % Growth),NE.EXP.GNFS.KD.ZG,Thailand,THA,15.8318716,-0.239251,5.887283887,9.133827798,14.631847,7.759716665,1.7876789,8.893749799,6.263624473,-12.1428587,14.2226171,9.59416476,4.8779354,2.718663437,0.2563791,1.576834,2.823632435,5.448629355,4.194997181
Exports Of Goods And Services (Annual % Growth),NE.EXP.GNFS.KD.ZG,United States,USA,8.344223984,-5.784236118,-1.73692586,2.182534555,9.668256176,7.127869562,9.342824611,8.7182269,5.658162686,-8.396552879,12.13825214,7.1388528,3.4865171,3.57512538,4.21449222,0.47395294,-0.13717858,3.477617879,3.16425689
Exports Of Goods And Services (Annual % Growth),NE.EXP.GNFS.KD.ZG,Vietnam,VNM,21.116774,17.1848636,1.367976,19.94954586,25.61969956,17.77593763,11.19998643,12.54237,13.69996851,-5.8557934,8.449995219,1.78445555,15.791733,17.3742956,11.5611262,12.6437486,13.86336288,16.73516917,14.26553329
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Brunei Darussalam,BRN,5.64492485,55.744616,52.7786922,51.38711987,48.6155492,4.86976272,37.8713995,42.78462497,34.8297554,47.64817792,36.86463349,31.5238167,32.19762215,35.425593,37.262446,44.84756441,47.37271844,46.9527774,43.68282225
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Cambodia,KHM,93.435561,9.554339,91.5285255,9.85759933,91.457359,9.9514384,84.42243535,83.8792,85.7859347,82.3226566,87.63652929,88.87913314,85.86635793,84.255158,83.4465842,82.2312737,81.32973367,78.51497495,75.5533417
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,China,CHN,63.48985625,61.82998775,6.85254874,57.8649515,55.456741,54.15778574,52.2827898,5.4381925,49.32465143,49.5683632,48.28651788,49.39582361,5.3384534,5.653282,51.196458,52.897633,54.3746513,53.26216384,53.3528333
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,India,IND,75.68681661,75.983732,74.34374182,72.37996752,68.7562529,67.7448713,65.91241587,65.6226268,67.21529714,67.41955589,65.73246563,67.29165678,67.144812,67.9492623,68.56857391,69.43557179,69.64465588,7.134813,7.61824541
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Indonesia,IDN,68.1823662,7.392276,74.87969537,76.2675618,75.934987,72.47199788,71.29622551,71.88915922,69.453365,68.29193446,65.223979,64.4823372,65.6383486,66.34718232,66.5641423,67.19943167,67.354619,66.4598766,65.93539353
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Japan,JPN,71.2635512,72.77939981,73.99368433,73.9731134,73.62968827,73.74113965,73.83734845,73.6238269,75.31159,78.12537666,77.242811,78.4397953,78.89219512,79.12581612,78.5496631,76.39641888,75.6245932,75.16214263,75.33149236
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Lao PDR,LAO,94.9763621,96.6951196,8.794534,85.7997793,84.5126298,79.87883,75.58167933,79.6717597,83.8593535,82.82621632,86.4897987,77.36761844,89.92741445,91.18561778,87.74929359,86.336878,79.66547434,79.66547434,79.66547434
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Malaysia,MYS,53.919618,58.16171695,57.968231,57.5448517,56.5778149,55.668926,55.526693,56.71942165,56.2199579,61.88969176,6.69775539,61.23865211,63.4933555,65.525988,65.7476255,67.48397,67.35259239,67.5688666,69.37433738
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Myanmar,MMR,,,,,,,,,82.5814514,84.21235933,67.327163,63.371781,63.3647633,66.2971624,67.4157858,68.2297856,69.97941952,71.25742985,71.25742985
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Philippines,PHL,83.6236745,84.7138734,84.476162,84.55473391,83.88562536,84.5417635,83.77566186,82.7646885,83.1712661,84.53411679,81.27218113,83.1699833,85.577588,84.19391927,83.927376,84.68421141,84.8946637,84.71274419,85.75227892
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Singapore,SGP,52.35938138,57.85489814,58.2281378,56.9494456,52.3179638,49.745252,48.133191,45.92981,5.6413776,49.3289547,46.294668,45.85245266,46.16391496,47.7767786,47.21541334,47.34898892,46.7623573,46.488533,45.4787462
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,South Korea,KOR,65.937688,66.94155718,67.67156789,66.9412845,64.15514437,65.48675453,66.6161858,66.357979,67.719633,66.82151497,64.7922245,65.54626351,66.2449122,65.91837646,65.46924515,64.31751347,63.82657667,63.42941814,64.7362226
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Thailand,THA,67.7966166,69.4771182,68.82988669,68.55686177,68.98862584,69.49354835,67.95336792,66.474352,67.9813251,69.45893,67.97631713,69.12774,69.3988697,68.634368,69.32217944,68.148347,66.755146,65.156329,64.89873359
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,United States,USA,79.9834416,81.35862,82.18162596,82.6487476,82.411137,82.1517196,82.4129425,82.37868421,83.79566133,84.93921993,84.68472751,84.6247237,83.4894617,82.51224,82.1167771,81.7843552,82.4277536,82.4683483,82.2755912
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Vietnam,VNM,72.8757874,71.1844873,71.32588724,72.5774328,71.46875398,7.9538611,7.621178,73.661449,76.49932211,74.27199197,72.55453169,72.25851476,7.42612988,71.61315216,72.78934,74.29495652,75.5228491,74.542231,74.42278
Final Consumption Expenditure (Constant 21 Us$),NE.CON.TOTL.KD,Brunei Darussalam,BRN,3282577118,355778144,3481557682,37226762,41439979,3982951962,429527167,466759443,46836212,49178417,553171984,5322332233,55235235,577631964,5761642831,5746974697,555367,5831585845,5955777262
Final Consumption Expenditure (Constant 21 Us$),NE.CON.TOTL.KD,Cambodia,KHM,4681364125,484714556,5223434577,56275631,625133586,6985692454,743488776,7953518956,892553121,934356343,9852339797,1857976844,1137963859,1221456435,12541347442,13269718164,14153955315,1482142219,1551999199
Final Consumption Expenditure (Constant 21 Us$),NE.CON.TOTL.KD,China,CHN,1.26E+05,1.35E+05,1.46E+05,1.55E+04,1.67E+05,1.86E+04,2.27E+04,2.27E+04,2.45E+05,2.70E+05,2.94E+05,3.27E+05,3.54E+04,3.78E+05,4.46E+03,4.36E+05,4.73E+05,5.72E+04,5.54E+05
Final Consumption Expenditure (Constant 21 Us$),NE.CON.TOTL.KD,India,IND,6.35E+05,6.70E+04,6.86E+05,7.23E+05,7.60E+04,8.17E+05,8.56E+05,9.21E+05,9.72E+05,1.35E+03,1.11E+04,1.18E+05,1.24E+05,1.31E+05,1.42E+03,1.51E+04,1.63E+05,1.77E+05,1.91E+04
Final Consumption Expenditure (Constant 21 Us$),NE.CON.TOTL.KD,Indonesia,IDN,3.94E+04,3.22E+05,3.37E+05,3.52E+04,3.69E+05,3.85E+05,4.54E+02,4.20E+05,4.45E+04,4.74E+04,4.92E+05,5.18E+05,5.46E+05,5.76E+05,6.36E+04,6.33E+05,6.67E+04,6.91E+05,7.26E+04
Final Consumption Expenditure (Constant 21 Us$),NE.CON.TOTL.KD,Japan,JPN,3.97E+05,4.61E+04,4.12E+05,4.16E+05,4.22E+05,4.26E+05,4.30E+05,4.34E+04,4.36E+04,4.35E+04,4.43E+04,4.41E+05,4.50E+05,4.59E+05,4.58E+04,4.59E+04,4.59E+05,4.64E+05,4.66E+05
Final Consumption Expenditure (Constant 21 Us$),NE.CON.TOTL.KD,Lao PDR,LAO,2386699331,28454751,297171395,327442178,3625485848,395267798,41643523,4169241,482135945,5397362641,6164813453,64424689,743686363,815583992,841844381,885344325,9128849631,9128849631,9128849631
Final Consumption Expenditure (Constant 21 Us$),NE.CON.TOTL.KD,Malaysia,MYS,795816456,8389264527,8853287181,95811877769,1.48E+04,1.14E+05,1.30E+04,1.33E+04,1.44E+04,1.46E+05,1.55E+05,1.68E+05,1.87E+04,1.93E+05,2.56E+04,2.17E+05,2.29E+04,2.43E+05,2.63E+04
Final Consumption Expenditure (Constant 21 Us$),NE.CON.TOTL.KD,Myanmar,MMR,,,,,,,,,,,3334235791,35359637892,3823334752,43472688,4831573726,557863467,5171157693,5393277323,5393277323
Final Consumption Expenditure (Constant 21 Us$),NE.CON.TOTL.KD,Philippines,PHL,1.76E+04,1.11E+05,1.15E+05,1.22E+05,1.28E+05,1.34E+05,1.41E+03,1.47E+05,1.52E+05,1.57E+04,1.62E+05,1.76E+04,1.84E+05,1.94E+03,2.49E+03,2.17E+05,2.33E+05,2.47E+05,2.63E+04
Final Consumption Expenditure (Constant 21 Us$),NE.CON.TOTL.KD,Singapore,SGP,74443891387,795774294,8331649412,8357653533,871646626,941884581,9418473872,993459635,1.33E+03,1.32E+04,1.14E+04,1.14E+05,1.17E+05,1.23E+05,1.26E+05,1.33E+04,1.37E+05,1.42E+05,1.46E+05
Final Consumption Expenditure (Constant 21 Us$),NE.CON.TOTL.KD,South Korea,KOR,4.90E+05,5.18E+05,5.61E+05,5.63E+04,5.69E+05,5.94E+05,6.24E+05,6.57E+05,6.72E+05,6.82E+04,7.92E+03,7.29E+05,7.45E+05,7.61E+05,7.77E+04,7.95E+03,8.19E+05,8.43E+03,8.72E+05
Final Consumption Expenditure (Constant 21 Us$),NE.CON.TOTL.KD,Thailand,THA,1.49E+05,1.56E+05,1.65E+05,1.77E+05,1.89E+05,1.98E+05,2.33E+04,2.85E+04,2.15E+05,2.18E+05,2.32E+05,2.37E+05,2.53E+05,2.57E+03,2.59E+05,2.65E+05,2.73E+04,2.79E+05,2.94E+03
