indicator_name,indicator_code,country_name,country_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Domestic General Government Health Expenditure (% Of GDP),SH.XPD.GHED.GD.ZS,Lao PDR,LAO,1.233665226,1.329566818,1.187546723,1.962521657,0.794255268,0.967181498,0.642215926,0.573488365,0.513325352,1.146639418,0.636367481,0.366938999,0.436717187,0.712662656,0.683733216,0.863913741,0.764948496,0.888554286,0.888554286
Domestic General Government Health Expenditure (% Of GDP),SH.XPD.GHED.GD.ZS,Malaysia,MYS,1.197646279,1.382492598,1.396379344,1.554616587,1.492828533,1.396547634,1.776389865,1.653999973,1.641166212,1.841876656,1.754367172,1.794618747,1.937423655,1.923752762,2.673966352,2.678849898,1.917624846,1.952425476,1.952425476
Domestic General Government Health Expenditure (% Of GDP),SH.XPD.GHED.GD.ZS,Myanmar,MMR,0.242516947,0.269493756,0.298584783,0.288567777,0.231933757,0.146857554,0.231295371,0.173961197,0.157142768,0.177287614,0.179598485,0.213361741,0.399576686,0.575337656,1.353276358,1.14297752,0.669443887,0.68984814,0.68984814
Domestic General Government Health Expenditure (% Of GDP),SH.XPD.GHED.GD.ZS,Philippines,PHL,1.468543496,1.196553558,1.124814,1.155797485,1.131682191,1.29996559,1.266275161,1.227471649,1.213941356,1.33434322,1.375875883,1.196286816,1.149958372,1.171827869,1.138783712,1.366835157,1.397559614,1.418869756,1.418869756
Domestic General Government Health Expenditure (% Of GDP),SH.XPD.GHED.GD.ZS,Singapore,SGP,1.21778512,0.887397694,1.589667596,1.346161428,1.325613353,1.375814363,1.195563831,0.955389957,1.249723696,1.196156815,1.165571157,1.183736432,1.323493943,1.549153124,1.752566919,1.979377877,2.937297493,2.144581144,2.144581144
Domestic General Government Health Expenditure (% Of GDP),SH.XPD.GHED.GD.ZS,South Korea,KOR,2.123637621,2.544465661,2.423861642,2.558784576,2.581481822,2.742286249,3.365235156,3.149159625,3.229729862,3.581755988,3.678164961,3.667297214,3.697319329,3.794112816,3.936199455,4.38258642,4.217224739,4.362992766,4.362992766
Domestic General Government Health Expenditure (% Of GDP),SH.XPD.GHED.GD.ZS,Thailand,THA,1.711534247,1.664873263,2.763687789,2.455691789,2.125593999,2.136194671,2.233111851,2.414544236,2.672636587,2.646821737,2.596238273,2.727736173,2.682419897,2.622749843,2.788566512,2.74875633,2.858383285,2.851752937,2.851752937
Domestic General Government Health Expenditure (% Of GDP),SH.XPD.GHED.GD.ZS,United States,USA,5.524876341,5.946356832,6.298864717,6.492591649,6.576983637,6.599859893,6.788922846,6.919447343,7.248657878,7.89375632,7.965133848,7.948321849,7.927314193,7.986786962,8.285447984,8.551961243,8.618223667,8.557614684,8.557614684
Domestic General Government Health Expenditure (% Of GDP),SH.XPD.GHED.GD.ZS,Vietnam,VNM,1.692295633,1.517467853,1.66785137,1.532275416,1.724394158,1.871798562,1.942668238,1.929182559,1.939494535,1.918836316,2.363889156,2.272849618,2.631445724,2.984475154,2.426521857,2.363326773,2.684247688,2.689879574,2.689879574
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Brunei Darussalam,BRN,67.35433192,69.5253593,67.12183294,69.28925184,68.79946967,7.168447159,71.72469796,67.85275765,78.29923669,72.78317629,67.41379882,69.56721795,7.159223627,68.41874641,68.71895714,52.21597368,49.57696274,49.5732417,51.93227638
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Cambodia,KHM,49.52278153,52.54124718,55.42213314,56.52473497,63.65895582,64.84772559,68.59324512,65.32596857,65.54325729,49.22763519,54.82782792,54.87559141,57.88976453,62.3879358,62.63474172,61.71842376,61.28152493,6.681957872,61.59572751
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,China,CHN,2.893444816,2.312145745,22.64474567,26.98756534,31.61337583,33.82985757,36.35255523,35.43481645,32.62715322,24.74985945,27.18532984,26.56818828,25.4925222,24.59925566,23.59374657,21.44327356,19.75248557,19.96295647,19.51484352
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,India,IND,12.99723631,12.55837963,14.26438392,14.94791386,17.85912496,19.65246695,21.26794142,2.799699749,24.97357261,2.451937445,22.49332488,24.54448979,24.53443661,25.43861352,22.96796381,19.81318916,19.19475337,18.78612264,19.73818674
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Indonesia,IDN,4.977384739,39.32139955,32.68762888,3.47765479,32.21669462,34.67267628,31.34716314,29.43571849,29.88284167,24.15911967,24.29939366,26.32735389,24.59437879,23.92357638,23.6659846,21.1617926,19.88993854,2.188559257,2.965694886
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Japan,JPN,1.624485682,1.229991482,11.18221299,11.63929347,12.97232377,14.12441122,15.87292296,17.49331657,17.42437723,12.52914155,15.36756983,14.9249963,14.54475256,15.91539812,17.54315513,17.61975537,16.25276313,17.77422628,18.44829752
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Lao PDR,LAO,3.662361833,27.87315887,28.75251466,23.54331626,24.91212256,28.96373572,38.15577523,33.61431383,33.15484742,3.836967537,35.38426382,4.34315697,37.87672835,38.17313398,4.754546651,33.95225738,33.29427456,34.25712845,35.23188159
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Malaysia,MYS,119.8978727,11.42491357,18.35327955,16.94344615,115.3733377,112.8989768,112.1854884,16.16827487,99.49957724,91.41679187,86.93295694,85.25544219,79.29991393,75.62941326,73.79349863,69.44868945,66.77541294,7.455218832,68.75736913
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Myanmar,MMR,0.538837892,0.475997134,0.285754172,0.275657237,0.186736794,0.17845543,0.157947634,0.138186834,0.116556168,0.127127515,19.58865187,0.994649125,11.49836177,19.63598316,2.942162455,2.799159984,15.14711337,19.96449532,2.563431796
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Philippines,PHL,51.36929174,46.26851773,46.74736256,47.1575577,48.57264714,46.13698628,46.57857985,43.26798823,36.91242724,32.23235315,34.83292196,32.38453426,3.819472323,28.17676831,28.91272491,28.39572169,28.11524284,31.23296361,31.68435926
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Singapore,SGP,188.3589285,182.894188,184.8611867,22.5862639,213.9516954,225.1596677,228.3761762,212.7793937,228.9937794,19.84493511,197.9989679,23.3277865,196.7196129,195.7779634,191.9535358,178.384685,165.5554382,171.4285852,176.3787441
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,South Korea,KOR,35.88777341,32.73244538,3.826855142,32.72174685,38.29527815,36.89664477,37.16626369,39.18467776,49.96141213,47.54976451,49.41949312,55.74747445,56.34239225,53.87576358,5.275533748,45.33668976,42.28421473,43.99758649,44.11546966
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Thailand,THA,64.84212373,63.25547754,6.645752697,61.52256137,65.9719617,68.42734868,68.67525218,68.87222964,71.41639635,64.43868588,66.48613625,7.854984578,69.75546278,68.11614966,69.27416883,68.72134274,68.39332729,68.17715681,66.81856718
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,United States,USA,1.692723962,9.682983314,9.13224882,9.436987272,9.641862742,1.119737683,1.659822962,11.49231417,12.48663126,1.948877659,12.31558752,13.53539136,13.52891897,13.54452444,13.53577393,12.44175298,11.87351539,12.94833798,12.21869175
Exports Of Goods And Services (% Of GDP),NE.EXP.GNFS.ZS,Vietnam,VNM,53.92149786,55.61933282,54.73913369,56.67325792,59.73141415,63.69949267,67.71681433,7.517874623,7.336691943,62.68884665,72.23567287,79.39872987,8.286188839,83.62614117,86.44759341,89.77924864,93.62393961,11.59343584,15.83185958
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Brunei Darussalam,BRN,5.644924855,55.74461628,52.77869217,51.38711987,48.61554919,4.869762721,37.87139954,42.78462497,34.82975543,47.64817792,36.86463349,31.52381668,32.19762215,35.42559332,37.26244576,44.84756445,47.37271844,46.9527774,43.68282225
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Cambodia,KHM,93.43556123,9.554339212,91.52852555,9.857599328,91.45735869,9.951438397,84.42243535,83.8792,85.78593466,82.32265663,87.63652929,88.87913314,85.86635793,84.25515827,83.44658422,82.23127365,81.32973367,78.51497495,75.55334168
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,China,CHN,63.48985626,61.82998776,6.852548744,57.86495146,55.45674739,54.15778574,52.28278983,5.438192539,49.32465143,49.56836323,48.28651788,49.39582361,5.338453429,5.653281953,51.19645838,52.89763336,54.37465134,53.26216384,53.35283332
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,India,IND,75.68681667,75.98373162,74.34374182,72.37996752,68.75625288,67.74487134,65.91241587,65.62262685,67.21529714,67.41955589,65.73246563,67.29165678,67.14481212,67.94926233,68.56857399,69.43557179,69.64465588,7.134813213,7.618245459
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Indonesia,IDN,68.18236616,7.392275997,74.87969537,76.2675618,75.93498757,72.47199789,71.29622551,71.88915922,69.45336482,68.29193446,65.22397934,64.48233724,65.63834861,66.34718232,66.56414235,67.19943167,67.35461942,66.45987661,65.93539353
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Japan,JPN,71.26355123,72.77939981,73.99368433,73.97311345,73.62968827,73.74113965,73.83734845,73.6238269,75.31159375,78.12537666,77.24281666,78.43979529,78.89219512,79.12581612,78.54966312,76.39641888,75.62459316,75.16214263,75.33149236
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Lao PDR,LAO,94.97636289,96.69511964,8.794534297,85.79977932,84.51262982,79.87882865,75.58167933,79.67175974,83.85935352,82.82621632,86.48979875,77.36761844,89.92741445,91.18561778,87.74929359,86.33687818,79.66547434,82.55438567,84.51711724
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Malaysia,MYS,53.91961797,58.16171695,57.96823548,57.5448517,56.57781495,55.66892642,55.52669292,56.71942165,56.21995793,61.88969176,6.697755389,61.23865215,63.49335548,65.52598811,65.7476255,67.48397978,67.35259239,67.56886665,69.37433738
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Myanmar,MMR,57.10472073,58.87084612,60.69159394,62.56865354,64.50376654,66.49872839,68.55539009,70.67565989,82.58145143,84.21235933,67.32716332,63.37178542,63.36476331,66.2971624,67.41578586,68.22978558,69.97941952,71.25742985,73.39515274
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Philippines,PHL,83.62367453,84.71387345,84.47616244,84.55473398,83.88562536,84.54176347,83.77566186,82.76468847,83.17126616,84.53411679,81.27218113,83.16998333,85.57758837,84.19391927,83.92737633,84.68421148,84.89466373,84.71274419,85.75227892
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Singapore,SGP,52.35938138,57.85489814,58.22813781,56.94944561,52.31796378,49.74525196,48.13319938,45.92981415,5.641377578,49.32895477,46.29466825,45.85245266,46.16391496,47.77677857,47.21541335,47.34898892,46.76235733,46.48853318,45.47874615
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,South Korea,KOR,65.93768788,66.94155718,67.6715679,66.9412845,64.15514437,65.48675453,66.61618583,66.35797961,67.71963252,66.82151497,64.79222452,65.54626359,66.24491219,65.91837646,65.46924515,64.31751347,63.82657667,63.42941814,64.73622264
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Thailand,THA,67.79661659,69.47711823,68.82988669,68.55686177,68.98862584,69.49354835,67.95336792,66.4743523,67.98132598,69.45892859,67.97631713,69.12773984,69.39886968,68.63436798,69.32217944,68.14834722,66.75514622,65.15632942,64.89873359
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,United States,USA,79.9834417,81.35861575,82.18162596,82.64874758,82.41113691,82.15171961,82.41294253,82.37868421,83.79566133,84.93921993,84.6847276,84.62472378,83.48946174,82.5122397,82.116778,81.78435522,82.42775363,82.4683483,82.27559118
Final Consumption Expenditure (% Of GDP),NE.CON.TOTL.ZS,Vietnam,VNM,72.8757874,71.18448736,71.32588725,72.5774328,71.46875398,7.953861188,7.621178327,73.66144935,76.49932211,74.27199197,72.55453169,72.25851476,7.426129877,71.61315216,72.78933999,74.29495652,75.52284912,74.54223724,74.42277962
"Foreign Direct Investment, Net Inflows (% Of GDP)",BX.KLT.DINV.WD.GD.ZS,Brunei Darussalam,BRN,9.158364468,1.836218916,3.93498376,1.888281555,1.438217893,1.83675499,0.765769354,2.135446533,1.543688444,3.336997832,3.573687948,3.739491838,4.545458746,4.2867916,3.321314483,1.324717485,-1.325223378,3.858283166,3.775895369
"Foreign Direct Investment, Net Inflows (% Of GDP)",BX.KLT.DINV.WD.GD.ZS,Cambodia,KHM,3.216744312,3.676756428,3.568591513,1.751316579,2.461977453,6.253839549,6.642422597,1.389496766,7.874681553,8.925272448,12.49138118,11.99484384,14.14571143,13.58334692,11.96894824,1.986635314,12.28177217,12.57495734,13.99612897
"Foreign Direct Investment, Net Inflows (% Of GDP)",BX.KLT.DINV.WD.GD.ZS,China,CHN,3.475822457,3.51321289,3.699988467,3.487433984,3.483641114,4.554254339,4.585791572,4.496521655,3.733635392,2.568888613,4.356247849,3.788287549,2.827931155,3.398756275,2.568342543,2.213381818,1.56895757,1.367677133,1.729588649
"Foreign Direct Investment, Net Inflows (% Of GDP)",BX.KLT.DINV.WD.GD.ZS,India,IND,0.765212649,1.563783597,1.115718544,0.658892547,0.765614457,0.886172125,2.131684253,2.733957462,3.625218972,2.651593127,1.635342738,2.265274255,1.312934337,1.516275965,1.695658786,2.921157577,1.941561154,1.568792653,1.549157738
"Foreign Direct Investment, Net Inflows (% Of GDP)",BX.KLT.DINV.WD.GD.ZS,Indonesia,IDN,-2.757439934,-1.855686194,0.741516383,-0.254256324,0.73824398,2.916114843,1.347942646,1.631571888,1.826329244,0.939194197,2.251791383,2.329842852,2.397832665,2.551356334,2.819972657,2.297616387,0.487372471,2.198775954,1.814468342
"Foreign Direct Investment, Net Inflows (% Of GDP)",BX.KLT.DINV.WD.GD.ZS,Japan,JPN,0.218682871,0.114464574,0.288516963,0.197356738,0.156338846,0.114885574,-0.529758962,0.479683772,0.48879143,0.233713959,0.135412492,-0.138163926,0.881749325,0.265365791,0.472281523,0.119654838,0.831275616,0.386881533,0.494956985
"Foreign Direct Investment, Net Inflows (% Of GDP)",BX.KLT.DINV.WD.GD.ZS,Lao PDR,LAO,1.957638998,1.351579198,0.253176893,0.962969691,0.714895496,1.133213275,5.424761492,7.669717148,4.183937386,5.462749375,3.91153219,3.437366776,6.615658116,5.757788429,6.539163779,7.489414795,5.917464469,1.461165493,7.353618122
"Foreign Direct Investment, Net Inflows (% Of GDP)",BX.KLT.DINV.WD.GD.ZS,Malaysia,MYS,4.384286239,0.597293183,3.166124323,2.929429457,3.578726249,2.734393126,4.727194488,4.686888489,3.287873548,0.566922678,4.268663866,5.744553465,2.829564658,3.494317787,3.141267795,3.279495742,4.471318192,2.937289359,2.389996384
"Foreign Direct Investment, Net Inflows (% Of GDP)",BX.KLT.DINV.WD.GD.ZS,Myanmar,MMR,2.861177689,3.215657536,2.227525621,2.377757667,2.162896479,1.959663965,1.918212829,3.517516697,2.711271813,2.92355416,1.818972234,4.212765118,2.225465132,3.748565483,3.323363757,6.842443279,5.182254393,5.998926838,1.81318434
"Foreign Direct Investment, Net Inflows (% Of GDP)",BX.KLT.DINV.WD.GD.ZS,Philippines,PHL,1.835265864,0.996563528,2.174351183,0.586355416,0.647962638,1.614412928,2.215366278,1.954155357,0.769268729,1.226498955,0.536297874,0.89547743,1.28569245,1.374862635,2.168257815,1.926111627,2.715517787,3.273432972,2.971298142
"Foreign Direct Investment, Net Inflows (% Of GDP)",BX.KLT.DINV.WD.GD.ZS,Singapore,SGP,16.14923742,18.93961756,6.653714734,17.46258577,21.22372513,15.11338689,26.32665525,26.16195416,7.23479676,12.79699286,23.69336323,17.59636716,18.74388439,2.934481447,21.81934974,22.65377742,22.23457943,28.89256125,24.99939414
"Foreign Direct Investment, Net Inflows (% Of GDP)",BX.KLT.DINV.WD.GD.ZS,South Korea,KOR,2.492737198,1.223576512,0.899159435,1.393537512,1.738112439,1.519552268,0.955731625,0.786235317,1.116272931,1.282777194,0.867739218,0.81274839,0.776565547,0.977832154,0.657849866,0.296847644,0.855545973,1.172344258,0.752279962
"Foreign Direct Investment, Net Inflows (% Of GDP)",BX.KLT.DINV.WD.GD.ZS,Thailand,THA,2.663126912,4.212225638,2.488154358,3.435938984,3.389479565,4.339584984,4.212532457,3.283569326,2.938248576,2.275965585,4.323261999,0.667876356,3.244566328,3.791267464,1.221452217,2.224686975,0.68153146,1.875949232,2.614912299
"Foreign Direct Investment, Net Inflows (% Of GDP)",BX.KLT.DINV.WD.GD.ZS,United States,USA,3.453183364,1.631163429,1.154635729,1.222397895,1.749187374,1.918764152,2.164878419,2.398397385,2.318328188,1.114843565,1.761193112,1.695323372,1.545625319,1.716613577,1.437399559,2.79421859,2.643428442,1.827611791,1.257718459
"Foreign Direct Investment, Net Inflows (% Of GDP)",BX.KLT.DINV.WD.GD.ZS,Vietnam,VNM,4.163924796,3.977335462,3.992687513,3.66612293,3.544817288,3.394364636,3.616943252,8.654717714,9.663395456,7.168819875,6.961183845,5.481799343,5.372989968,5.197929412,4.94827342,6.163611562,6.138723685,6.383495163,6.321174887
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Brunei Darussalam,BRN,35.81729355,39.19356475,41.62613879,35.96921573,31.79523718,27.28916946,25.21645145,27.8977165,27.61467387,35.78946199,27.96147673,3.346818627,35.47872117,42.89541963,3.654926965,32.68646642,37.74136877,35.63573473,41.96443495
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Brunei Darussalam,BRN,35.81729355,39.19356475,41.62613879,35.96921573,31.79523718,27.28916946,25.21645145,27.8977165,27.61467387,35.78946199,27.96147673,3.346818627,35.47872117,42.89541963,3.654926965,32.68646642,37.74136877,35.63573473,41.96443495
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Cambodia,KHM,61.3625144,61.22229939,64.27829466,66.56341856,7.955223585,72.7472229,76.21283822,72.94217882,67.77786773,55.91771187,59.52935444,59.51876146,62.7767297,67.65855874,67.87581379,66.14564324,65.66854465,64.15815741,63.32885327
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Cambodia,KHM,61.3625144,61.22229939,64.27829466,66.56341856,7.955223585,72.7472229,76.21283822,72.94217882,67.77786773,55.91771187,59.52935444,59.51876146,62.7767297,67.65855874,67.87581379,66.14564324,65.66854465,64.15815741,63.32885327
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,China,CHN,18.51793979,18.21521353,2.126579598,24.82323147,28.44418664,28.378353,28.44385835,26.7585673,25.1232718,2.435173995,23.53174242,24.17271428,22.77499818,22.14512224,21.47136639,18.18573333,17.45819343,18.18673175,18.73131383
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,China,CHN,18.51793979,18.21521353,2.126579598,24.82323147,28.44418664,28.378353,28.44385835,26.7585673,25.1232718,2.435173995,23.53174242,24.17271428,22.77499818,22.14512224,21.47136639,18.18573333,17.45819343,18.18673175,18.73131383
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,India,IND,13.93686599,13.43487512,15.24427919,15.64452227,19.64468996,22.39642292,24.45653977,24.88656893,29.2786318,25.87235269,26.85427325,31.83465511,31.25929167,28.41327646,25.95422274,22.19724795,2.964135548,21.98668194,23.63963441
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,India,IND,13.93686599,13.43487512,15.24427919,15.64452227,19.64468996,22.39642292,24.45653977,24.88656893,29.2786318,25.87235269,26.85427325,31.83465511,31.25929167,28.41327646,25.95422274,22.19724795,2.964135548,21.98668194,23.63963441
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Indonesia,IDN,3.459567444,3.761684311,26.39184879,23.13883897,27.54462184,29.92668249,25.62241557,25.39353149,28.75311546,21.35317775,22.42242939,23.85266952,24.98851951,24.7137963,24.41419989,2.777469817,18.33234795,19.17418623,22.55973426
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Indonesia,IDN,3.459567444,3.761684311,26.39184879,23.13883897,27.54462184,29.92668249,25.62241557,25.39353149,28.75311546,21.35317775,22.42242939,23.85266952,24.98851951,24.7137963,24.41419989,2.777469817,18.33234795,19.17418623,22.55973426
